text,label
As long as my heart is true to the cause .,noHate
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,hate
"OMG why are you posting your face on a board , It is dangerous here ( Holland ) to post your face on a `facist` board.Becouse allot of Antifa is watching 2 .",noHate
"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax .",hate
I see so many BM/WF around my city its not even funny .,hate
"Actually it is kind of funny , because if the black guy sees me staring at them , he will try to stare me down .",noHate
"Im glad to see this board back in action , whew .",noHate
14/88,noHate
LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,hate
I feel for you .,noHate
It keeps it simple .,noHate
whats up I thought I might put my pic up here I 'm looking for some friends theres too many negroes around here some times I feel like there is' int any white guy left in the world. so message me and let me know there is stll some white brothers out their .,hate
Well that 's good to hear .,noHate
well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l,hate
the only way we can win is by opening the eyes of all whites and we cant do it softly can we ?,noHate
"Sorry for my delay in answering , been working at a summer camp .",noHate
Thanks for the e-mail and addresses .,noHate
"i didnt say they 'd run but race mixing will eventually take over and america will be majority black or mixed race , whites will be in the minority except for in certain republican nationalist areas",noHate
They took the action of screaming for help and getting off the bus .,noHate
"Its not like they cheered on the attacker or gave him a weapon , or restrained the victim .",noHate
I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .,hate
"They must have trapped her somehow , and sent her thru the network to Israel .",hate
"I do n't know how true this is , but I 've heard to pick number two for french because they speak better english than picking one for english and getting who knows what pretending to speak English",noHate
"A tall straight white male with 5 white kids , the left is triggered no doubt .",noHate
"I would never join a Christian group , or a group that would allow Christians to join .",noHate
So my interests in this group are minimal .,noHate
hello all im thinking of going to europe in the next couple weeks and am trying to decide between ireland and eastern europe .,noHate
"If I go to the east ill definitely go to budapest , feel free to pm me if you want to meet up .",noHate
Only if they get their collective heads out of the punch bowl and wake up to what 's going on in the world .,noHate
"I like this video : Die Antwoord - `` Fatty Boom Boom '' ( Official Video ) - YouTube Girl dresses in blackface , shows Africa is savage , and makes fun of Lady Gaga .",noHate
I 've seen interviews of them and they seem trashy .,noHate
It's sad when the stupid petitions get filled in 2-3 weeks like that one to build the death star .,noHate
It 's why they do n't take real ones seriously .,noHate
"He is the kind of anti-white , that will whine about ' anti-White racism ' , instead of just calling them ' anti-White ' .",noHate
Same here .,noHate
And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .,hate
"Thank you for your kind words , hope to meet you in the new white world one day soon .",hate
"I was just trying to see how many of you saw other races as a bigger thread than your own , and apparently , a few think this way .",noHate
The Pastor is saying the truth !,noHate
Here is another revealing one for the mass brainwashed population : Obama 's mother is a white-trash Obama 's father was married already Obama is a bastard child all correct ! [ youtube ] http://www.youtube.com/watch ? v = sxKpdxiXKgY [ /youtube ],noHate
This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .,hate
That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .,hate
"I bet all the Ted Pike stuff is on the ADL hit list , look for that to start disappearing down the memory hole .",noHate
"You know , wheat and corn grow pretty fast .",noHate
Just yesterday on t.v. there was some MTV thing where a Western girl was visiting a family in India .,noHate
"The Western teen was naturally grossed out , and then they cut to different scene .",noHate
Are there any whites left in that craphole or have they all been killed ?,hate
I'm actually a big fan of Subway but I always laugh when I read this .,noHate
"Do ` F * ck with our families , buckwheat !!",noHate
"There is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",hate
I ca n't fathom seeing all those brainless whites along with their negro counterparts worshipping Obama .,hate
She was probably the victim of a groid rage rape also .,hate
Have to follow up on this one !,noHate
"Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I 'm joking .",hate
I hope I see the day when thease worthless pieces of crap are OUT OF HERE .,hate
"All the jews I have ever known will do anything for money , and all I can say is there are no good jews",hate
Let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,hate
"DR Congo troops accused of rapes Government troops in the Democratic Republic of Congo carry out most of the rapes of civilians caught up in the war with rebel groups , a rights group says .",noHate
What do they do with them ?,noHate
"I believe , judging from your other posts , that you belong more towards the back .",noHate
